
,right,left,jump,jumpUp,leftUp,rightUp
,right,left,jump,jumpUp,leftUp,rightUp
1,0.35274276048492353,0.189020961894339,0.45823627762073743,0.5071907805042806,0.13751238707701172,0.3552968324187078
2,0.3672019043543442,0.13275738885810845,0.5000407067875473,0.5084993315954424,0.1891387565646,0.3023619118399576
3,0.45241818051098026,0.11487950586728891,0.432702313621731,0.5494903539577979,0.17336463559525458,0.27714501044694756
4,0.43487904712146347,0.006076387991367961,0.5590445648871687,0.4757472002715919,0.15206750372777764,0.37218529600063044
5,0.40211013047072586,0.15596418747909999,0.4419256820501742,0.4660906253360344,0.14898088284136538,0.3849284918226002
6,0.39415977871533675,0.05881718848958286,0.5470230327950804,0.4660906253360344,0.14898088284136538,0.3849284918226002
7,0.4546584436413267,0.04527830737266853,0.5000632489860048,0.48773849096252814,0.16500525555083448,0.34725625348663736
8,0.3966603083619364,0.0064873299039987144,0.596852361734065,0.4537798856829374,0.18763699235657724,0.35858312196048536
9,0.3758355203186493,0.18227709653435314,0.44188738314699755,0.5238742959717304,0.1652827493052496,0.31084295472302004
10,0.3814119806001716,0.12977619686203287,0.48881182253779537,0.5369699340295638,0.17163669570336948,0.29139337026706674
11,0.41290546266693995,0.15264671949110378,0.43444781784195624,0.5303658412363687,0.13104566974330353,0.3385884890203278
12,0.41081498681587647,0.057200239862260895,0.5319847733218626,0.4660906253360344,0.14898088284136538,0.3849284918226002
13,0.4236787170624114,0.05595138179703501,0.5203699011405537,0.4660906253360344,0.14898088284136538,0.3849284918226002
14,0.42210620867937804,0.16876449368110316,0.4091292976395189,0.4660906253360344,0.14898088284136538,0.3849284918226002
15,0.34760877061482554,0.18626985878943716,0.4661213705957374,0.5028982237135351,0.14419193613784845,0.35290984014861637
16,0.5295539104209459,0.005196799072382674,0.46524929050667135,0.5032331087605741,0.1386167269862796,0.3581501642531462

,right,left,jump,jumpUp,leftUp,rightUp
1,0.41081498681587647,0.057200239862260895,0.5319847733218626,0.4697609445654805,0.15015406112341792,0.3800849943111016
2,0.43487904712146347,0.006076387991367961,0.5590445648871687,0.4721067744112353,0.15090388054139958,0.37698934504736514
3,0.33210770535252,0.17796344801508154,0.4899288466323985,0.4871680961591216,0.1430994723243408,0.36973243151653756
4,0.4517474212610962,0.05965815941394633,0.48859441932495756,0.48606809965415465,0.14340641289929426,0.37052548744655106
5,0.4469740723544715,0.006245386857989868,0.5467805407875387,0.4711970506426475,0.1475559972962829,0.38124695206106957
6,0.39999130546213635,0.055693193650472865,0.5443155008873907,0.4706353508690235,0.1535502734497202,0.37581437568125625
7,0.45631479360039773,0.0074629715748109095,0.5362222348247914,0.45636899560520533,0.18870758365870996,0.35492342073608474
8,0.30741951298679926,0.1647340174181623,0.5278464695950384,0.5000612354019088,0.14337850944798433,0.356560255150107
9,0.35274276048492353,0.189020961894339,0.45823627762073743,0.482935195383152,0.17963005392644693,0.3374347506904011
10,0.3672019043543442,0.13275738885810845,0.5000407067875473,0.5355395225998874,0.1451984558031063,0.31926202159700634
11,0.3966603083619364,0.0064873299039987144,0.596852361734065,0.4604224840050164,0.18535513356390695,0.3542223824310766
12,0.39415977871533675,0.05881718848958286,0.5470230327950804,0.45943588120372775,0.15083780782332218,0.38972631097295013
13,0.4706325980508647,0.04686913381279975,0.4824982681363355,0.4952462924012583,0.14641149527793731,0.3583422123208044
14,0.33619759280474615,0.18015505772862067,0.4836473494666331,0.49538826993336166,0.16254117478013297,0.34207055528650543
15,0.4070172281776256,0.17317098531120523,0.4198117865111691,0.4660906253360344,0.14898088284136538,0.3849284918226002
16,0.41163186526827883,0.00632635022675547,0.5820417845049658,0.4537798856829374,0.18763699235657724,0.35858312196048536

,right,left,jump,jumpUp,leftUp,rightUp
1,0.4364561242759223,0.054710904288143916,0.5088329714359338,0.4625636240493542,0.15219221145132547,0.38524416449932036
2,0.4303980132596315,0.00781872191106633,0.5617832648293022,0.4635530655709749,0.1862138177161572,0.3502331167128679
3,0.3839470172798288,0.05980868078944649,0.5562443019307248,0.5048340169611144,0.1368734082291024,0.3582925748097832
4,0.3936468349427951,0.12720939502308498,0.47914377003411973,0.5001835978921103,0.15987833684278133,0.33993806526510834
5,0.36362757432135684,0.006842509989649104,0.6295299156889941,0.4537798856829374,0.18763699235657724,0.35858312196048536
6,0.38275873831446733,0.16751842705917636,0.4497228346263563,0.49538826993336166,0.16254117478013297,0.34207055528650543
7,0.42834832661475447,0.06220433424775093,0.5094473391374946,0.4775484003930381,0.14578373080696905,0.3766678687999929
8,0.4339834232390517,0.05495096316481542,0.5110656135961329,0.47826889461556976,0.14774476433782144,0.3739863410466088
9,0.40186619112745253,0.05996715237706826,0.5381666564954793,0.4788909976036982,0.14944996730464197,0.3716590350916598
10,0.3016351867644542,0.16163442465839808,0.5367303885771476,0.48053916174972905,0.14494919541869627,0.3745116428315747
11,0.3744902426126594,0.060726779123893425,0.5647829782634471,0.47665561476064383,0.14820161586443564,0.37514276937492047
12,0.3882674325933759,0.17864655851500955,0.43308600889161447,0.4760323136629932,0.1820281382759683,0.34193954806103843
13,0.3672019043543442,0.13275738885810845,0.5000407067875473,0.5355395225998874,0.1451984558031063,0.31926202159700634
14,0.41081498681587647,0.057200239862260895,0.5319847733218626,0.4697609445654805,0.15015406112341792,0.3800849943111016
15,0.39415977871533675,0.05881718848958286,0.5470230327950804,0.4801763892311954,0.14195632400118807,0.37786728676761666
16,0.4706325980508647,0.04686913381279975,0.4824982681363355,0.4743220512531445,0.15572509971540568,0.36995284903144976

,right,left,jump,jumpUp,leftUp,rightUp
1,0.4638758916967839,0.058148043069171866,0.4779760652340442,0.48343526945238324,0.15905937891838068,0.357505351629236
2,0.3613965394264613,0.15816903383042147,0.4804344267431172,0.4748857386328864,0.1558141169836414,0.3693001443834722
3,0.36589407816187797,0.006818139708121263,0.6272877821300008,0.4537798856829374,0.18763699235657724,0.35858312196048536
4,0.36493196159167096,0.1332336097508442,0.5018344286574848,0.5355395225998874,0.1451984558031063,0.31926202159700634
5,0.4587205963017401,0.008333237298654204,0.5329461663996057,0.5355395225998874,0.1451984558031063,0.31926202159700634
6,0.3458483429651723,0.12503726807651197,0.5291143889583158,0.4635530655709749,0.1862138177161572,0.3502331167128679
7,0.3644218083492021,0.1594930749054868,0.47608511674531107,0.5355395225998874,0.1451984558031063,0.31926202159700634
8,0.3866576969180049,0.13979139436921315,0.4735509087127819,0.49538826993336166,0.16254117478013297,0.34207055528650543
9,0.42038865170218553,0.05131763259838545,0.5282937156994292,0.48988661341189715,0.15111430521665153,0.35899908137145137
10,0.4330899446709661,0.055037705337923445,0.5118723499911104,0.48925003143490964,0.1411811217753238,0.3695688467897665
11,0.4339834232390517,0.05495096316481542,0.5110656135961329,0.4704765175730767,0.1499514238562841,0.37957205857063925
12,0.4303980132596315,0.00781872191106633,0.5617832648293022,0.47133284110279783,0.18351326783922028,0.34515389105798194
13,0.3839470172798288,0.05980868078944649,0.5562443019307248,0.5048340169611144,0.1368734082291024,0.3582925748097832
14,0.39364683494279523,0.127209395023085,0.47914377003411984,0.5001835978921103,0.15987833684278133,0.33993806526510834
15,0.40019026085012727,0.007530523125859789,0.5922792160240129,0.46546831257559074,0.15329948790276357,0.38123219952164566
16,0.36822404249197443,0.05494701408711725,0.5768289434209083,0.4671600883404682,0.1830406383996755,0.3497992732598563
